Source,Harga lama,Harga baru,Judul,No. ISBN,Penerbit,Tanggal terbit,Jumlah Halaman,Berat,Jenis Cover,Dimensi(L x P),Kategori,Bonus,Text Bahasa
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Motivasi/151954-Give-More-Help-Prospects-To-Buy-Kisah-dan-Ide-Penjualan-yang-Mengubah-Kehidupan.html,Rp 175.000,Rp 148.750,Give More Help Prospects To Buy - Kisah dan Ide Penjualan yang Mengubah Kehidupan,9786020956503,MIC ,Agustus - 2017,-,850 gr,Hard Cover,-,Motivasi,Free Audio Book,Indonesia ··
https://www.bukukita.com/Buku-Sekolah/Taman-Kanak-Kanak/135754-DOT-TO-DOT-TK-A-semester-2.html,Rp 19.000,Rp 16.150,DOT TO DOT TK A semester 2,9786029237252,Happy Holy Kids ,Juni - 2015,-,200 gr,Soft Cover,-,Taman Kanak-Kanak,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Kiat-Sukses/81952-3-Kunci-Lepas-Subsidi.html,Rp 29.000,Rp 24.650,3 Kunci Lepas Subsidi,9786028597401,Leutika ,Juli - 2010,131,100 gr,Soft Cover,-,Kiat Sukses,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Pendidikan-Anak/122615-English-For-Children-Beginner-1-2.html,Rp 48.000,Rp 40.800,English For Children Beginner 1-2 (Paket),-,Wedatama Widya Sastra ,Februari - 2014,-,200 gr,Soft Cover,-,Pendidikan Anak,-,"Indonesia, English ··"
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/167333-Hidup-Berjaya-Dan-Sejahtera:-Empat-Jurus-Membangkit.html,Rp 75.000,Rp 63.750,Hidup Berjaya Dan Sejahtera: Empat Jurus Membangkit,9786237162728,Gemilang ,Februari - 2021,345,300 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/114076-Jangan-Abaikan-Doa-Ayah.html,Rp 55.000,Rp 46.750,Jangan Abaikan Doa Ayah ,9789793862644,Al Mawardi ,2013,-,350 gr,Hard Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Ekonomi-dan-Manajemen/Ekonomi/120432-Kretek-Pusaka-Nusantara.html,Rp 33.000,Rp 28.050,Kretek Pusaka Nusantara,9786021404805,Diandra Primamitra ,Juni - 2013,-,250 gr,Soft Cover,-,Ekonomi,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/164063-Tuntunan-lengkap-wajib-&-sunnah-:-HAJI-dan-UMRAH.html,Rp 55.000,Rp 46.750,Tuntunan lengkap wajib & sunnah : HAJI dan UMRAH ( palapa ) ,9786025359255,MUTIARA ALAMAH ,Desember - 2019,-,200 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/167601-Lentera-Shalat:-Menemukan-Rahasia-Keindahan-Shalat-untuk-Meningkatkan.html,Rp 55.000,Rp 46.750,Lentera Shalat: Menemukan Rahasia Keindahan Shalat untuk Meningkatkan,9786237163701,Alifia Books ,Mei - 2021,224,350 gr,soft cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Bahasa-dan-Kamus/Belajar-Bahasa/131086-Jurus-Kilat-Menguasai-Sastra-Indonesia.html,Rp 35.000,Rp 29.750,Jurus Kilat Menguasai Sastra Indonesia,9786021137369,Laskar Aksara ,Desember - 2014,-,160 gr,Soft Cover,-,Belajar Bahasa,-,
https://www.bukukita.com/Agama/Islam/167305-Lentera-Hati:-Pijar-Hikmah-dan-Teladan-Kehidupan.html,Rp 190.000,Rp 161.500,Lentera Hati: Pijar Hikmah dan Teladan Kehidupan,9786237713432,Lentera Hati ,Februari - 2021,564,500 gr,Soft Cover,140x210mm,Islam,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Dunia-Binatang/132423-Storypedia-Binatang-Darat-Indonesia.html,Rp 95.000,Rp 80.750,Storypedia Binatang Darat Indonesia (2015),9786027652446,Lentera Hati ,Februari - 2015,-,370 gr,Soft Cover,-,Dunia Binatang,-,"Indonesia, Arab ··"
https://www.bukukita.com/Agama/Islam/168545-Doa-Dalam-Al-Quran-Dan-Sunnah.html,Rp 75.000,Rp 63.750,Doa Dalam Al-Quran Dan Sunnah,9786237713982,Lentera Hati ,Maret - 2022,244,250 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Spiritualitas/109284-Para-Pembuat-Keajaiban-:-Ajaibnya-Kekuatan-Sentuhan-Tangan-Tuhan.html,Rp 28.000,Rp 23.800,Para Pembuat Keajaiban : Ajaibnya Kekuatan Sentuhan Tangan Tuhan,9786027665828,Buku Biru ,Desember - 2012,-,200 gr,Soft Cover,-,Spiritualitas,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Motivasi/162405-The-Seat-of-the-Soul:-Visi-Spiritual-tentang-Takdir-Manusia.html,Rp 49.000,Rp 41.650,The Seat of the Soul: Visi Spiritual tentang Takdir Manusia,9786026117304,Alvabet ,2018,-,300 gr,Soft Cover,-,Motivasi,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Petualangan/135985-Sherlock-Sam-dan-Pusaka-Yang-Hilang-Di-Katong.html,Rp 37.000,Rp 31.450,Sherlock Sam dan Pusaka Yang Hilang Di Katong,9786027652729,Buah Hati ,Juni - 2015,112,300 gr,Soft Cover,-,Petualangan,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Sejarah-Fiksi/168939-Momen-Momen-menentukan-Dalam-Sejarah-Islam.html,Rp 99.000,Rp 84.150,Momen-Momen menentukan Dalam Sejarah Islam,9786232201354,Alvabet ,Juli - 2022,400,450 gr,Soft Cover,-,Sejarah Fiksi,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/169262-Kebijaksanaan-Klasik-untuk-Para-Pemuda.html,Rp 73.000,Rp 62.050,Kebijaksanaan Klasik untuk Para Pemuda,9786237162964,Alvabet ,Agustus - 2022,-,255 gr,Soft Cover,13x20mm,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Bahasa-dan-Kamus/Belajar-Bahasa/159659-Belajar-Bahasa-Inggris-Ala-Kampung-Pare.html,Rp 47.500,Rp 40.375,Belajar Bahasa Inggris Ala Kampung Pare,9786025907623,Pusat Kajian Bahasa ,Oktober - 2018,-,300 gr,Soft Cover,-,Belajar Bahasa,-,
https://www.bukukita.com/Anak-Anak/Pendidikan-Anak/166084-Aku-Bisa-Membaca-Tanpa-Mengeja.html,Rp 88.000,Rp 74.800,Aku Bisa Membaca Tanpa Mengeja,9786232350281,Genta Group Production ,Juni - 2020,-,550 gr,soft cover,-,Pendidikan Anak,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/169430-Sebuah-Panduan-Menghilangkan-Kebiasaan-Buruk-Yang-Menggangu.html,Rp 75.000,Rp 63.750,Sebuah Panduan Menghilangkan Kebiasaan Buruk Yang Menggangu,9786237162988,Alvabet ,September - 2022,272,250 gr,Soft Cover,13x20mm,Psikologi,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Agama/169431-Yusuf-As:-Kisah-Terbaik-Sepanjang-Masa.html,Rp 189.000,Rp 160.650,Yusuf As: Kisah Terbaik Sepanjang Masa,9786232201385,Alvabet ,September - 2022,584,780 gr,Hard Cover,15x23mm,Sejarah Agama,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/169469-Seni-Mencintai-Diri-Sendiri.html,Rp 69.500,Rp 59.075,Seni Mencintai Diri Sendiri ( Anak Hebat ) ,9786234002829,Psikologi Corner ,Oktober - 2022,210,190 gr,Soft Cover,14x20mm,Psikologi,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/169388-Jika-Allah-Berkehendak-Tak-Ada-Yang-Mustahil.html,Rp 95.000,Rp 80.750,Jika Allah Berkehendak Tak Ada Yang Mustahil,9786237163732,Alifia Books ,September - 2022,-,350 gr,Soft Cover,13x20mm,Islam,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/169465-Berdamai-Dengan-Rasa-Sedih.html,Rp 59.500,Rp 50.575,Berdamai Dengan Rasa Sedih,9786234002904,Psikologi Corner ,Oktober - 2022,164,170 gr,Soft Cover,14x20mm,Psikologi,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/169652-Logika-Agama.html,Rp 115.000,Rp 97.750,Logika Agama (EDISI BARU),-,Lentera Hati ,Januari - 2023,296,400 gr,Soft Cover,15x23mm,Islam,-,Indonesia ··
"https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/169695-Pertama-,-sayangi-Dirimu-Lebih-Dahulu.html",Rp 75.000,Rp 63.750,"Pertama , sayangi Dirimu Lebih Dahulu ",9786238036035,Gemilang ,Februari - 2023,230,230 gr,Soft Cover,13x20mm,Psikologi,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/159660-Sabar-Kemudian-Syukur-Lalu-Ikhlas.html,Rp 50.000,Rp 42.500,Sabar Kemudian Syukur Lalu Ikhlas,9786025907067,Mueeza ,Oktober - 2018,-,300 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/169517-Pahami-Jenis-Otak-Anda-dan-Maksimalkan-Kekuatannya-Agar-Anda-Lebih-Bahagia.html,Rp 125.000,Rp 106.250,Pahami Jenis Otak Anda dan Maksimalkan Kekuatannya Agar Anda Lebih Bahagia,9786238036004,Gemilang ,November - 2022,464,520 gr,Soft Cover,15x23mm,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Agama/169694-Banjir-Besar-Zaman-Nabi-Nuh.html,Rp 89.000,Rp 75.650,Banjir Besar Zaman Nabi Nuh ( Riwayat dalam Alquran dan cerita-cerita kuno ) ,9786232201439,Alvabet ,Februari - 2023,280,300 gr,Soft Cover,13x20mm,Sejarah Agama,-,Indonesia ··
https://www.bukukita.com/Agama/Al-Quran/101979-MUSHAF-AL-HADI.html,Rp 90.000,Rp 76.500,MUSHAF AL-HADI (cover warna merah),-,Fokus Media ,2012,-,900 gr,Hard Cover,-,Al-Quran,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Dunia/169693-Wajah-Eropa-Abad-Ke-15:-Sebuah-Catatan-Perjalanan.html,Rp 89.000,Rp 75.650,Wajah Eropa Abad Ke-15: Sebuah Catatan Perjalanan,9786232201422,Alvabet ,Februari - 2023,329,330 gr,Soft Cover,13x20mm,Sejarah Dunia,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Sosial-Budaya/166996-MENGELOLA-HARTA-KARUN-KARIMUNJAWA.html,Rp 70.000,Rp 59.500,MENGELOLA HARTA KARUN KARIMUNJAWA,9786022730408,Wedatama Widya Sastra ,Mei - 2020,252,250 gr,Soft Cover,-,Sosial-Budaya,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Motivasi/69974-Kamu-Bukan-Bintang-:-10-Hal-yang-Menjadikanmu-Pecundang.html,Rp 28.000,Rp 22.400,Kamu Bukan Bintang : 10 Hal yang Menjadikanmu Pecundang ,979,Indiva Media Kreasi ,2008,-,200 gr,Soft Cover,-,Motivasi,-,Indonesia ··
https://www.bukukita.com/Busana-dan-Kecantikan/Aksesoris/113738-Ragam-Aksesoris-Berbusana-Paling-Cantik.html,Rp 35.000,Rp 29.750,Ragam Aksesoris Berbusana Paling Cantik,9786027560918,Dunia Kreasi ,Mei - 2013,-,150 gr,Soft Cover,-,Aksesoris,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Inspirasional/124042-NEZ-Inda-Club.html,Rp 94.500,Rp 80.325,NEZ Inda Club,9786021258835,Matahari ,April - 2014,-,600 gr,Soft Cover,-,Inspirasional,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/89402-Dahsyatnya-Ibadah-Siang.html,Rp 45.000,Rp 22.500,Dahsyatnya Ibadah Siang (Disc 50%),979,QultumMedia ,Februari - 2011,194,220 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Masakan-dan-Makanan/Resep-Masakan/106605-Aneka-Olahan-Bebek.html,Rp 42.500,Rp 36.125,"Aneka Olahan Bebek (Enak, Renyah & Gurih) BK",9786021804728,IKHLAS MEDIA ,September - 2012,-,30 gr,Soft Cover,-,Resep Masakan,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/122391-Mushaf-Al-ikhkas-BK.html,Rp 75.000,Rp 63.750,Mushaf Al-ikhkas BK,-,IKHLAS MEDIA ,Februari - 2014,-,900 gr,Hard Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Humor/Umum/138318-FAK!-Frequently-Asked-Kuestions.html,Rp 60.000,Rp 42.000,FAK! - Frequently Asked Kuestions (Disc 50%),9786022201687,Bukune ,Oktober - 2015,144,125 gr,Soft Cover,-,Umum,Bonus Paper Doll,Indonesia ··
https://www.bukukita.com/Buku-Novel/Petualangan/106995-Sekolah-Sambil-Berpetualang-:-Berani-berpetualang-di-Luar-Kelas.html,Rp 46.000,Rp 39.100,Sekolah Sambil Berpetualang : Berani berpetualang di Luar Kelas,9786029682816,Oncor Semesta Publisher ,2010,150,150 gr,Soft Cover,-,Petualangan,-,Indonesia ··
https://www.bukukita.com/Ekonomi-dan-Manajemen/Bisnis-Investasi/160016-Success-Guaranteed:-Garansi-Sukses-Di-Bisnis-MLM.html,Rp 75.000,Rp 63.750,Success Guaranteed: Garansi Sukses Di Bisnis MLM,9786020956763,MIC ,November - 2018,-,260 gr,Soft Cover,-,Bisnis-Investasi,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/167332-Ishmatul-Anbiya:-Misi-Tanpa-Salah-Para-Pembawa-Risalah.html,Rp 53.000,Rp 45.050,Ishmatul Anbiya: Misi Tanpa Salah Para Pembawa Risalah,9786237163404,Alifia Books ,Februari - 2021,225,200 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Sejarah-Fiksi/168228-Buku-The-Horde:-Bagaimana-Sebuah-Gerombolan-Pengembara-Mengubah-Sejarah-Dunia.html,Rp 120.000,Rp 102.000,Buku The Horde: Bagaimana Sebuah Gerombolan Pengembara Mengubah Sejarah Dunia,9786232201156,Alvabet ,Oktober - 2021,480,500 gr,soft cover,-,Sejarah Fiksi,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Kepemimpinan/80106-Success-101-:-Hal-Hal-yang-Harus-Diketahui-Oleh-Para-Pemimpin.html,Rp 95.000,Rp 80.750,Success 101 : Hal-Hal yang Harus Diketahui Oleh Para Pemimpin,9786028482912,MIC ,Mei - 2010,-,250 gr,Hard Cover,-,Kepemimpinan,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/168292-Hikayat-Para-Dermawan-:-Hikmah-dan-Teladan-dari-Orang-Orang-Saleh-yang-Gemar-Memberi.html,Rp 75.000,Rp 63.750,Hikayat Para Dermawan : Hikmah dan Teladan dari Orang-Orang Saleh yang Gemar Memberi,9786237163725,Alifia Books ,November - 2021,-,350 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/155871-Kompilasi-Hadis-Dakwah.html,Rp 65.000,Rp 55.250,Kompilasi Hadis Dakwah,9786027973633,Simbiosa Rekatama Media ,Maret - 2018,-,250 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/167462-Tafakur-Umat-Qurani.html,Rp 60.000,Rp 51.000,Tafakur Umat Qurani,9786237713616,Lentera Hati ,April - 2021,-,300 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/168940-Live-the-Moment.html,Rp 115.000,Rp 97.750,Live the Moment ,9786237162940,Gemilang ,Juli - 2022,480,500 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Ekonomi-dan-Manajemen/Bisnis-Investasi/169389-Strategi-Bisnis-Berbasis-Cinta:-Menjadikan-Cinta-Dan-Kasih.html,Rp 99.000,Rp 84.150,Strategi Bisnis Berbasis Cinta: Menjadikan Cinta Dan Kasih,9786237162971,Gemilang ,September - 2022,401,350 gr,Soft Cover,13x20mm,Bisnis-Investasi,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Anak-Anak/159596-Kumpulan-Cerita-Islami-Pengantar-Tidur-Anak.html,Rp 79.800,Rp 67.830,Kumpulan Cerita Islami - Pengantar Tidur Anak,9786025638671,Mueeza kids ,Oktober - 2018,-,350 gr,Soft Cover,-,Anak-Anak,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Remaja/81970-Gara-gara-Facebook.html,Rp 30.000,Rp 25.500,Gara-gara Facebook,9786028597104,Leutika ,Juli - 2010,188,200 gr,Soft Cover,-,Remaja,-,Indonesia ··
https://www.bukukita.com/Perhotelan-dan-Pariwisata/Pariwisata/126710-MPASI-Travelling-Cihuy!.html,Rp 45.000,Rp 38.250,MPASI Travelling Cihuy! (Edisi Baru),9786021755990,Asha Book ,Juni - 2014,-,100 gr,Soft Cover,-,Pariwisata,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/169629-Mindset-Islami-Muslimah-Milenial.html,Rp 85.000,Rp 72.250,Mindset Islami Muslimah Milenial,9786237163749,Alifia Books ,Januari - 2023,336,300 gr,Soft Cover,13x20mm,Islam,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/168350-Baca-Buku-Ini-Saat-Engkau-Marah.html,Rp 47.800,Rp 40.630,Baca Buku Ini Saat Engkau Marah,9786232447493,Psikologi Corner ,November - 2021,200,200 gr,soft cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Orang-Tua-dan-Keluarga/Orang-Tua-dan-Anak/163306-Smart-Parenting:-2000-Kilat-Cerdas-Mendidik-Anak.html,Rp 79.000,Rp 67.150,Smart Parenting: 2000 Kilat Cerdas Mendidik Anak,9786237162407,Alvabet ,Agustus - 2019,-,300 gr,Soft Cover,-,Orang Tua dan Anak,-,Indonesia ··
https://www.bukukita.com/Sastra-dan-Filsafat/Jurnal-Sastra/122585-MetodePenelitian.html,Rp 60.000,Rp 51.000,MetodePenelitian ( wedatama ) ,9789791853286,Wedatama Widya Sastra ,Februari - 2014,-,360 gr,Soft Cover,-,Jurnal Sastra,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/169772-Adab-Untuk-Pencinta-Ilmu-Dan-Al-Quran.html,Rp 63.000,Rp 53.550,Adab Untuk Pencinta Ilmu Dan Al Quran,9786237163756,Alifia Books ,April - 2023,210,210 gr,Soft Cover,13x20mm,Islam,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Dunia/169769-Firaun&Musa:-Menyibak-Tabir-Misteri-Penguasa-Kuno-Paling-Tiran.html,Rp 125.000,Rp 106.250,Firaun&Musa: Menyibak Tabir Misteri Penguasa Kuno Paling Tiran,9786232201460,Alvabet ,April - 2023,408,450 gr,Soft Cover,15x23mm,Sejarah Dunia,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/169774-Hikmah-dan-Petuah-tentang-Kesalehan.html,Rp 89.000,Rp 75.650,Hikmah dan Petuah tentang Kesalehan,9786237163763,Alifia Books ,April - 2023,370,345 gr,Soft Cover,13x20mm,Islam,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Dunia/169773-Sa-ad-Bin-Abi-Waqqash:-Kisah-Menakjubkan-Sang-Penakluk-Persia.html,Rp 89.000,Rp 75.650,Sa ad Bin Abi Waqqash: Kisah Menakjubkan Sang Penakluk Persia,9786232201484,Alvabet ,April - 2023,328,290 gr,Soft Cover,13x20mm,Sejarah Dunia,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Dunia/169771-Ratu-Bilqis:-Riwayat-Sang-Ratu-Agung-Kerajaan-Saba-Dalam-Al-Quran.html,Rp 65.000,Rp 55.250,Ratu Bilqis: Riwayat Sang Ratu Agung Kerajaan Saba' Dalam Al-Quran,9786232201477,Alvabet ,April - 2023,215,210 gr,Soft Cover,13x20mm,Sejarah Dunia,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Dunia/169768-Rihlah-Ibnu-Batutah:-Catatan-Perjalanan-Sang-Musafir-Abad-Pertengahan.html,Rp 125.000,Rp 106.250,Rihlah Ibnu Batutah: Catatan Perjalanan Sang Musafir Abad Pertengahan,9786232201446,Alvabet ,April - 2023,424,465 gr,Soft Cover,15x23mm,Sejarah Dunia,-,Indonesia ··
https://www.bukukita.com/katalogbukuatribut.php?atrId=2&page=1,,,,,,,,,,,,,
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/169770-The-Kremlin-School-Of-Negotiation.html,Rp 130.000,Rp 110.500,The Kremlin School Of Negotiation,9786238036059,Gemilang ,April - 2023,479,420 gr,Soft Cover,13x20mm,Psikologi,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/157052-Cara-Ampuh-Menjadi-Pribadi-yang-Diterima-&-Disukai.html,Rp 58.500,Rp 49.725,Cara Ampuh Menjadi Pribadi yang Diterima & Disukai,9786025469176,Anak Hebat Indonesia ,Mei - 2018,-,250 gr,Soft Cover,-,Psikologi,-,Indonesia ··
https://www.bukukita.com/Masakan-dan-Makanan/Makanan/166558-Masakan-Timur-Tengah-Populer-Favorit-Ala-Chef-Salimoz.html,Rp 120.000,Rp 108.000,Masakan Timur Tengah Populer Favorit Ala Chef Salimoz,9786020645384,Gramedia Pustaka Utama ,Agustus - 2020,124,200 gr,soft cover,-,Makanan,-,Indonesia ·
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/168304-Your-Job-is-Not-Your-Career-:-Your-Ultimate-Career-Guide-2022.html,Rp 91.000,Rp 77.350,Your Job is Not Your Career : Your Ultimate Career Guide 2022,9786028740890,Lentera Hati ,November - 2021,204,200 gr,soft cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Sains-dan-Teknologi/Sains-Umum/168307-The-Magic-of-Reality.html,Rp 80.000,Rp 72.000,The Magic of Reality (edisi teks),9786024816056,Gramedia Pustaka Utama ,Juli - 2021,208,160 gr,soft cover,-,Sains Umum,-,Indonesia ·
https://www.bukukita.com/Buku-Novel/Remaja/169451-Pre-Order-Seluas-Langit-Biru-by-Sitta-Karina.html,Rp 160.000,Rp 136.000,Seluas Langit Biru by Sitta Karina (masih ada ttd ) ,97862354950261,Literati-books ,Oktober - 2022,532,400 gr,Soft Cover,19x13mm,Remaja,Tanda Tangan Asli Sitta Karina,Indonesia ··
https://www.bukukita.com/Aksesoris-Kado-&-Parcel/Kertas-Kado/157444-Bungkus-Kertas-Kado-Motif-Angry-Birds-1.html,,Rp 3.000,Bungkus Kertas Kado Motif Angry Birds 1,-,Bukukita.com ,2018,-,25 gr,-,-,Kertas Kado,-,Indonesia ··
https://www.bukukita.com/Hobi-dan-Usaha/Olah-Raga/124902-Buku-Panduan-Piala-Dunia-Brazil-2014.html,Rp 69.500,Rp 59.075,Buku Panduan Piala Dunia Brazil 2014,9786021258828,Change ,Mei - 2014,-,400 gr,Soft Cover,-,Olah Raga,-,Indonesia ··
https://www.bukukita.com/Agama/Al-Quran/144423-Al-Akram-A5.html,Rp 58.500,Rp 46.800,Al-Akram A5 (Cover Hitam),-,Mulia Qur'an ,Juni - 2016,-,800 gr,Hard Cover,-,Al-Quran,-,Indonesia ··
https://www.bukukita.com/Aksesoris-Kado-&-Parcel/Kertas-Kado/157446-Bungkus-Kertas-Kado-Motif-Snow-White-&-Cinderella.html,,Rp 3.000,Bungkus Kertas Kado Motif Snow White & Cinderella,-,Bukukita.com ,2018,1,25 gr,-,-,Kertas Kado,-,Indonesia ··
https://www.bukukita.com/Biografi-dan-Memoar/Memoar/117987-NOAH-6.903-Mil-Versi-REGULER.html,Rp 180.000,Rp 162.000,NOAH 6.903 Mil Versi REGULER,9789799106025,Kpg ,September - 2013,242,1500 gr,Soft Cover,-,Memoar,-,Indonesia ··
https://www.bukukita.com/Orang-Tua-dan-Keluarga/Orang-Tua-dan-Anak/158233-Catatan-Ayahasi-Ditambah-tambahin.html,Rp 75.000,Rp 63.750,Catatan Ayahasi Ditambah-tambahin (reguler),9786027652972,Buah Hati ,Agustus - 2018,192,200 gr,Soft Cover,13x19mm,Orang Tua dan Anak,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Kisah-Nyata/157702-Cahaya-Di-Penjuru-HATI-Based-On-True-Story.html,Rp 132.500,Rp 112.625,Cahaya Di Penjuru HATI - Based On True Story,9789792966022,Andi Publisher ,Juli - 2018,-,600 gr,Soft Cover,-,Kisah Nyata,-,Indonesia ··
https://www.bukukita.com/Remaja/Pengembangan-Diri/167977-Breaking-The-Wall.html,,Rp 350.000,Breaking The Wall,9786239015459,PT Rumah Tulis ,Agustus - 2021,304,400 gr,Hard Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Buku-Teks/Matematika/88500-Buku-Saku-Kumpulan-Rumus-Matematika-SMA-IPA.html,Rp 11.000,Rp 9.350,Buku Saku Kumpulan Rumus Matematika SMA IPA (Sesuai Daftar Isi KTSP 2006),-,Pustaka Ceria ,2008,-,100 gr,Soft Cover,-,Matematika,-,Indonesia ··
https://www.bukukita.com/Hobi-dan-Usaha/Menulis/148186-Panduan-Menulis-Siswa-Tingkat-Dasar.html,Rp 50.000,Rp 40.000,Panduan Menulis Siswa Tingkat Dasar,-,Eureka Academia ,2015,114,250 gr,Soft Cover,-,Menulis,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Motivasi/169484-PROPERTI-KO.MO.DO.html,,Rp 99.000, PROPERTI KO.MO.DO ( PIPO Hargiyanto ) ,9786235824130,Bukukita.com ,November - 2022,-,150 gr,Soft Cover,14x20mm,Motivasi,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Inspirasional/169390-Connect-The-Dots.html,Rp 180.000,Rp 150.000,Connect The Dots ,-,Yahya&Yahya ,September - 2022,204,300 gr,Soft Cover,-,Inspirasional,-,Indonesia ··
https://www.bukukita.com/Ekonomi-dan-Manajemen/Marketing/168788-Online-Advertising-Summary-:-Rangkuman-Tips-Beriklan-Selama-9-Tahun.html,Rp 197.000,Rp 97.000,Online Advertising Summary : Rangkuman Tips Beriklan Selama 9 Tahun,-,The Conversion ,April - 2022,143,300 gr,Soft Cover,-,Marketing,-,Indonesia ··
https://www.bukukita.com/katalogbukuatribut.php?atrId=4&page=1,,,,,,,,,,,,,
https://www.bukukita.com/Komik/Komedi/140421-Komik-Dari-Twit-nya-Raditya-Dika.html,Rp 59.500,Rp 29.750,Komik Dari Twit-nya Raditya Dika (Disc 50%),9789797808549,GagasMedia ,Februari - 2016,140,250 gr,Soft Cover,13x19mm,Komedi,Edisi Tanda Tangan,Indonesia ··
https://www.bukukita.com/Produk-lainnya/Membership/167330-Keanggotaan-Investasi-Dropship-Bukukita.html,Rp 750.000,Rp 299.000,,,,Februari - 2021,-,1 gr,-,-,Membership,-,Indonesia ··
https://www.bukukita.com/Produk-lainnya/Membership/167329-Keanggotaan-Investasi-Reseller-Bukukita.html,Rp 250.000,Rp 99.000,,,,Februari - 2021,-,1 gr,-,-,Membership,-,Indonesia ··
