Source,Harga lama,Harga baru,Judul,No. ISBN,Penerbit,Tanggal terbit,Jumlah Halaman,Berat,Jenis Cover,Dimensi(L x P),Kategori,Bonus,Text Bahasa
https://www.bukukita.com/Buku-Novel/Psikologi/109129-Seri-Napza-:-Tak-Seindah-Kicau-Nuri.html,Rp 30.800,Rp 26.180,Seri Napza : Tak Seindah Kicau Nuri,-,Titian Ilmu ,2007,105,150 gr,Soft Cover,-,Psikologi,-,Indonesia ··
https://www.bukukita.com/Hukum-dan-Undang-undang/Buku-Pemerintahan/86212-Bedah-Konstitusi-Lewat-Gambar-:-Dinamika-Konstitusi-Indonesia.html,Rp 71.000,Rp 60.350,Bedah Konstitusi Lewat Gambar : Dinamika Konstitusi Indonesia,9786026795014,Fokus Media ,2010,233,440 gr,Soft Cover,160x240mm,Buku Pemerintahan,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/108878-Sunnah-Sunnah-Pilihan-Makanan-dan-Minuman-Serta-Hewan-Qurban-Sembelihan.html,Rp 129.500,Rp 110.075,Sunnah-Sunnah Pilihan Makanan dan Minuman Serta Hewan Qurban Sembelihan,978,Angkasa ,2007,157,480 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Kristen/115113-Kehidupan-:-Pengharapan-yang-Luar-Biasa-Setelah-Mengambil-Pilihan-yang-Fatal.html,Rp 46.500,Rp 39.525,Kehidupan : Pengharapan yang Luar Biasa Setelah Mengambil Pilihan yang Fatal,9786027988088,Light Publishing ,Juni - 2013,-,250 gr,Soft Cover,-,Kristen,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/99231-Lead-with-LUV-:-Cara-Unik-untuk-Mencapai-Kesuksesan-Sejati.html,Rp 90.000,Rp 76.500,Lead with LUV : Cara Unik untuk Mencapai Kesuksesan Sejati,9786028482424,MIC ,Desember - 2011,-,300 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Buku-Sekolah/Sekolah-Menengah-Pertama/143350-Kitab-Pintar-Kimia-SMP-MTS.html,Rp 40.000,Rp 34.000,Kitab Pintar Kimia SMP/MTS,9786023080465,Kurniaesa ,Mei - 2016,-,100 gr,Soft Cover,-,Sekolah Menengah Pertama,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/132528-Sakitnya-Tuh-Nggak-di-Sini!!.html,Rp 35.500,Rp 28.400,Sakitnya Tuh Nggak di Sini!!,9789797959562,WAHYUQOLBU ,Februari - 2015,180,200 gr,Soft Cover,-,Psikologi,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Motivasi/87688-Masihkah-Kau-Mencintaiku???.html,Rp 36.000,Rp 30.600,Masihkah Kau Mencintaiku??? ,9786028597548,Leutika ,Januari - 2001,-,250 gr,Soft Cover,-,Motivasi,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Keterampilan/135757-Menarik-Garis-dan-Mewarnai-TK-A-semester-1.html,Rp 19.000,Rp 16.150,Menarik Garis dan Mewarnai TK A semester 1,9786029237481,Happy Holy Kids ,Juni - 2015,-,150 gr,Soft Cover,-,Keterampilan,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/114284-40-Hadits-Shahih:-Ajaran-Nabi-Tentang-Jihad-Kedamaian.html,Rp 28.000,Rp 23.800,40 Hadits Shahih: Ajaran Nabi Tentang Jihad Kedamaian,9789792553994,Pustaka Pesantren ,2013,124,100 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/108434-kajian-Tematik-Al-Quran-Tentang-Kemasyarakatan.html,Rp 135.300,Rp 115.005,kajian Tematik Al-Quran Tentang Kemasyarakatan,-,Angkasa ,2012,-,570 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Drama/154783-Binorrow:-Tongkat-Musa-dan-Tujuh-Roh-Boorne.html,Rp 78.000,Rp 62.400,Binorrow: Tongkat Musa dan Tujuh Roh Boorne,9786021318546,Buku Mojok ,2018,296,300 gr,Soft Cover,-,Drama,-,Indonesia ··
https://www.bukukita.com/Masakan-dan-Makanan/Kue/116383-Kue-Pelangi-Ombre.html,Rp 35.000,Rp 29.750,Kue Pelangi Ombre (full color),9786027991316,Dunia Kreasi ,Juli - 2013,-,150 gr,Soft Cover,-,Kue,Red Velvet,Indonesia ··
https://www.bukukita.com/Kesehatan-dan-Lingkungan/Pengetahuan-Kesehatan/142176-30-Perubahan-Tubuh-Selama-Hamil.html,Rp 60.000,Rp 51.000,30 Perubahan Tubuh Selama Hamil,9786027249837,Kemang Studio Aksara ,April - 2016,-,250 gr,Soft Cover,-,Pengetahuan Kesehatan,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Non-Fiksi-Umum/56733-Kiat-Jitu-Mendapatkan-Pekerjaan-Idaman.html,Rp 25.000,Rp 21.250,Kiat Jitu Mendapatkan Pekerjaan Idaman,9789791725002,Exceed ,Februari - 2008,-,130 gr,Soft Cover,-,Non-Fiksi Umum,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/91843-BERSAMA-SYEKH-DI-DISKOTIK-:-Kisah-Kisah-Kehidupan-dan-Kematian-Yang-Menggetarkan-Jiwa.html,Rp 31.000,Rp 26.350,BERSAMA SYEKH DI DISKOTIK : Kisah-Kisah Kehidupan dan Kematian Yang Menggetarkan Jiwa,978,Pustaka Al-Fadhilah ,Desember - 2010,188,250 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/128569-Antara-Musibah.-Ujian-dan-Azab.html,Rp 29.000,Rp 24.650,Antara Musibah. Ujian dan Azab,9789790272484,Titian Ilmu ,September - 2014,-,150 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Sekolah/Taman-Kanak-Kanak/135767-Mengenal-Angka-TK-A-semester-2.html,Rp 19.000,Rp 16.150,Mengenal Angka TK A semester 2,9786029237245,Happy Holy Kids ,Juni - 2015,-,150 gr,Soft Cover,-,Taman Kanak-Kanak,-,Indonesia ··
"https://www.bukukita.com/Hukum-dan-Undang-undang/Sosial-Politik/155372-Pemikiran-Arab:-Dinamika-Intelektual,-Ideologi-dan-Gerakan.html",Rp 56.500,Rp 48.025,"Pemikiran Arab: Dinamika Intelektual, Ideologi dan Gerakan",9786027485266,Anak Hebat Indonesia ,Februari - 2018,186,200 gr,Soft Cover,-,Sosial-Politik,-,Indonesia ··
https://www.bukukita.com/Hukum-dan-Undang-undang/Sosial-Politik/141181-Pathok-Negoro-Menghadapi-Perubahan-Zaman.html,Rp 55.000,Rp 46.750,Pathok Negoro Menghadapi Perubahan Zaman,9786027196254,Diandra Primamitra ,Februari - 2016,-,300 gr,Soft Cover,-,Sosial-Politik,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Spiritualitas/108053-Bilal-Berkisah-di-Hari-Tuanya.html,Rp 31.200,Rp 26.520,Bilal Berkisah di Hari Tuanya,9789796657117,Angkasa ,1986,166,195 gr,Soft Cover (HVS),-,Spiritualitas,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/128481-Mukjizat-Menakjubkan-Nabi-Muhammad.html,Rp 69.500,Rp 59.075,Mukjizat Menakjubkan Nabi Muhammad,9786021139400,Adi Bintang ,September - 2014,-,300 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Teks/Kedokteran/108058-Botani-Umum-2.html,Rp 52.800,Rp 44.880,Botani Umum 2,-,Angkasa ,2010,184,230 gr,Soft Cover (HVS),-,Kedokteran,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Keterampilan/135759-DOT-TO-DOT-TK-dan-Mewarnai-TK-A-semester-1.html,Rp 19.000,Rp 16.150,DOT TO DOT TK dan Mewarnai TK A semester 1,9786029237443,Happy Holy Kids ,Juni - 2015,-,150 gr,Soft Cover,-,Keterampilan,-,Indonesia ··
https://www.bukukita.com/Hobi-dan-Usaha/Olah-Raga/78577-2010-World-Cup-South-Africa.html,Rp 35.000,Rp 29.750,2010 World Cup South Africa,9786029654509,Joy To Learn ,Maret - 2010,-,150 gr,Soft Cover,-,Olah Raga,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Pendidikan-Anak/135744-DOT-TO-DOT-PG-PAUD-semester-2.html,Rp 19.000,Rp 16.150,DOT TO DOT PG/PAUD semester 2,9786029237191,Happy Holy Kids ,Juni - 2015,-,100 gr,Soft Cover,-,Pendidikan Anak,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Romance/82057-Sedara-Cinta.html,Rp 35.000,Rp 29.750,Sedara Cinta,9786028597210,Leutika ,Juli - 2010,242,300 gr,Soft Cover,-,Romance,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/111615-Doa-&-Dzikir-untuk-Hati.html,Rp 24.500,Rp 20.825,Doa & Dzikir untuk Hati (Ramadhan_2017),9786029949582,Alita Aksara Media ,Maret - 2013,-,200 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/109095-Qais-bin-Saad-Sangat-Mencintai-Rasulullah-Saw.html,Rp 29.000,Rp 24.650,Qais bin Saad Sangat Mencintai Rasulullah Saw,978,Titian Ilmu ,2007,56,140 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Referensi/Ensiklopedia/109907-Ensiklopedia-Olahraga-Indonesia-Jilid-1-3.html,Rp 975.000,Rp 828.750,Ensiklopedia Olahraga Indonesia Jilid 1-3 (Hard Cover),9789796656844,Angkasa ,2012,-,4000 gr,Hard Cover,-,Ensiklopedia,-,Indonesia ··
https://www.bukukita.com/Remaja/Pengembangan-Diri/81972-Primitive-Love-:-Cara-Dahsyat-Membangkitkan-Energi-Kemesraan.html,Rp 35.000,Rp 29.750,Primitive Love : Cara Dahsyat Membangkitkan Energi Kemesraan,9789291979924,Leutika ,Juli - 2010,196,250 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/108935-Khabab-bin-Arats-:-Cahaya-Islam-Menerangi-Jiwanya.html,Rp 32.700,Rp 27.795,Khabab bin Arats : Cahaya Islam Menerangi Jiwanya,978,Titian Ilmu ,2007,64,140 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Busana-dan-Kecantikan/Hijab-Tutorial/98037-Hijab-Style-:-39-Kreasi-Ala-Hijabers.html,Rp 35.000,Rp 20.650,Hijab Style : 39 Kreasi Ala Hijabers,9786028388412,Lingua Kata ,November - 2011,56,160 gr,Soft Cover,180x240mm,Hijab Tutorial,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Kisah-Nyata/142429-Akhirnya-Aku-Temukan-Dirimu.html,Rp 35.000,Rp 29.750,Akhirnya Aku Temukan Dirimu,9786021614884,Indiva Media Kreasi ,April - 2016,-,200 gr,Soft Cover,-,Kisah Nyata,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Fantasi/118097-When-History-Collides-The-War-an-Eclipse.html,Rp 49.500,Rp 42.075,When History Collides - The War an Eclipse,9786021258255,Matahari ,September - 2013,-,425 gr,Soft Cover,-,Fantasi,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Romance/122949-The-Dream-In-Taipei-City.html,Rp 55.000,Rp 44.000,The Dream In Taipei City,9786021614167,Indiva Media Kreasi ,Maret - 2014,-,300 gr,Soft Cover,-,Romance,Formulir Lomba Menulis,Indonesia ··
https://www.bukukita.com/Agama/Islam/94289-Muda-Mudi-yang-Dicintai-Nabi.html,Rp 20.000,Rp 17.000,Muda-Mudi yang Dicintai Nabi,9789792553949,Pustaka Pesantren ,Juli - 2011,128,100 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Bahasa-dan-Kamus/Belajar-Bahasa/108777-Percakapan-Bahasa-Arab.html,Rp 25.000,Rp 21.250,Percakapan Bahasa Arab,-,Angkasa ,2009,-,70 gr,Soft Cover,-,Belajar Bahasa,-,
https://www.bukukita.com/Buku-Novel/Romance/131748-Satu-Cerita-Tentang-Cinta.html,Rp 40.000,Rp 28.000,Satu Cerita Tentang Cinta (Disc 50%),9797944883,MediaKita ,Januari - 2015,204,200 gr,Soft Cover,-,Romance,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/108941-Abdullah-bin-Masud-:-Suaranya-Paling-Merdu-Kalau-Sedang-Membaca-Al-Quran.html,Rp 32.000,Rp 27.200,Abdullah bin Masud : Suaranya Paling Merdu Kalau Sedang Membaca Al-Quran,9789799012968,Titian Ilmu ,2007,63,140 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Romance/153369-The-Heartbroken-Heartbreaker.html,Rp 85.000,Rp 72.250,The Heartbroken Heartbreaker,9786026383310,Haru Media ,November - 2017,424,400 gr,Soft Cover,13x19mm,Romance,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/155431-Kepak-Sayap-Patah:-Tumbangkan-Sedihmu-Terbangkan-Bahagiamu.html,Rp 44.500,Rp 37.825,Kepak Sayap Patah: Tumbangkan Sedihmu Terbangkan Bahagiamu,9786025469053,Anak Hebat Indonesia ,Januari - 2018,164,200 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Referensi/Referensi-Umum/117151-Pengerjaan-Batu-dan-Beton.html,Rp 35.000,Rp 29.750,Pengerjaan Batu dan Beton,9789790272767,Titian Ilmu ,Agustus - 2013,-,150 gr,Soft Cover,-,Referensi Umum,-,Indonesia ··
https://www.bukukita.com/Buku-Sekolah/Sekolah-Dasar/131357-Master-Semester-Matika-Kumpulan-Soal2-Matematika-Yang-Selalu-Keluar-dalam-Ujian-Semester-SD-MI-Kelas-2.html,Rp 49.500,Rp 42.075,Master Semester Matika Kumpulan Soal2 Matematika Yang Selalu Keluar dalam Ujian Semester SD/MI Kelas 2,9786027909809,PNI ,Desember - 2014,-,250 gr,Soft Cover,-,Sekolah Dasar,-,Indonesia ··
https://www.bukukita.com/Buku-Teks/Ilmu-Sosial/120896-Kamus-Karakter-Bangsa.html,Rp 42.000,Rp 35.700,Kamus Karakter Bangsa (Kamus Bergambar),9789790272910,Titian Ilmu ,Desember - 2013,-,150 gr,Soft Cover,-,Ilmu Sosial,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Non-Fiksi-Umum/108754-Penanganan-Lahan-Kritis-Dari-Masa-Ke-Masa.html,Rp 25.000,Rp 21.250,Penanganan Lahan Kritis Dari Masa Ke Masa,-,Angkasa ,1982,80,80 gr,Soft Cover,-,Non-Fiksi Umum,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Remaja/83369-Bye-bye-Patah-Hati-:-Tips-Berdamai-dengan-Putus-Cinta.html,Rp 32.000,Rp 27.200,Bye-bye Patah Hati : Tips Berdamai dengan Putus Cinta,9786029707823,Leutika ,Agustus - 2010,-,200 gr,Soft Cover,-,Remaja,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Anak-Anak/108967-Krat-Krat-Mencari-Keadilan.html,Rp 24.000,Rp 20.400,Krat-Krat Mencari Keadilan,9789790272316,Titian Ilmu ,2010,52,80 gr,Soft Cover,-,Anak-Anak,-,Indonesia ··
https://www.bukukita.com/Referensi/Referensi-Umum/108857-Telaah-Kesuburan-Tanah.html,Rp 78.100,Rp 66.385,Telaah Kesuburan Tanah,979547314,Angkasa ,1992,275,350 gr,Soft Cover,-,Referensi Umum,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/113568-Super-Berkah-Buah-Manis-Berbakti-Kepada-Ibu-Bapak.html,Rp 39.000,Rp 33.150,Super Berkah - Buah Manis Berbakti Kepada Ibu-Bapak,9789791096836,Pustaka Hidayah ,2013,-,250 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Non-Fiksi-Umum/83095-Transnasionalisasi-Masyarakat-Sipil.html,Rp 52.000,Rp 44.200,Transnasionalisasi Masyarakat Sipil,9792552472,Lkis ,2006,-,200 gr,-,-,Non-Fiksi Umum,-,Indonesia ··
"https://www.bukukita.com/Hukum-dan-Undang-undang/Undang-undang/105162-Pemilihan-Umum-anggota-Dewan-Perwakilan-Rakyat,-Dewan-Perwakilan-Daerah,-Dan-Dewan-Perwakilan-Rakyat-Daerah.html",Rp 31.500,Rp 26.775,"Pemilihan Umum anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, Dan Dewan Perwakilan Rakyat Daerah",9786028189064,Fokus Media ,2012,-,250 gr,Soft Cover,-,Undang-undang,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Fiksi/138645-Kusut-Sebuah-Novel.html,Rp 134.750,Rp 114.538,Kusut Sebuah Novel,9789796659906,Angkasa ,Oktober - 2015,-,500 gr,Soft Cover,-,Fiksi,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/108591-Setitik-Embun-Surga.html,Rp 27.500,Rp 23.375,Setitik Embun Surga,9789793862408,Al Mawardi ,November - 2012,-,100 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Hobi-dan-Usaha/Peternakan/108971-Berbagai-Cara-Hewan-Berkembang-Biak.html,Rp 29.200,Rp 24.820,Berbagai Cara Hewan Berkembang Biak,9789790270909,Titian Ilmu ,2009,60,120 gr,Soft Cover,-,Peternakan,-,Indonesia ··
https://www.bukukita.com/Biografi-dan-Memoar/Memoar/70781-Roberta-Cowells-Story.html,Rp 35.000,Rp 29.750,Roberta Cowell's Story,9789791583626,E Nusantara ,2008,235,250 gr,Soft Cover,-,Memoar,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/125447-Kaya-Mulia-Menggapai-Hakikat-Kekayaan-Melalui-Jembatan-jembatan-Kemuliaan.html,Rp 35.000,Rp 29.750,Kaya Mulia Menggapai Hakikat Kekayaan Melalui Jembatan-jembatan Kemuliaan,9786027858954,Diandra Primamitra ,Maret - 2014,-,150 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Romance/70782-Diana.html,Rp 39.000,Rp 29.250,Diana,9789791583657,E Nusantara ,2008,279,320 gr,Soft Cover,-,Romance,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Romance/152750-A-Thing-Called-Us.html,Rp 59.000,Rp 50.150,A Thing Called Us,9786026383204,Haru Media ,Oktober - 2017,252,250 gr,Soft Cover,14x20mm,Romance,Diskon 15%,Indonesia ··
https://www.bukukita.com/Buku-Novel/Romance/125937-Everlasting.html,Rp 52.000,Rp 41.600,Everlasting,9786027572256,Stiletto Book ,Juni - 2014,-,250 gr,Soft Cover,-,Romance,-,Indonesia ··
https://www.bukukita.com/Hukum-dan-Undang-undang/Peraturan-Pemerintah/86148-Dekonsentrasi-dan-Tugas-Pembantuan.html,Rp 22.000,Rp 18.700,Dekonsentrasi dan Tugas Pembantuan,978,Fokus Media ,2009,221,200 gr,Soft Cover,11x21mm,Peraturan Pemerintah,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Non-Fiksi-Umum/84114-Psychologi-of-Fashion.html,Rp 72.500,Rp 61.625,Psychologi of Fashion,9789792553253,Lkis ,2010,-,300 gr,Soft Cover,-,Non-Fiksi Umum,-,Indonesia ··
https://www.bukukita.com/Hukum-dan-Undang-undang/Undang-undang/86135-Undang-Undang-Perkembangan-Kependudukan-dan-Pembangunan-Keluarga.html,Rp 40.500,Rp 34.425,Undang-Undang Perkembangan Kependudukan dan Pembangunan Keluarga,978,Fokus Media ,2010,135,100 gr,Soft Cover,11x21mm,Undang-undang,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Remaja/83366-What-Boys-Want.html,Rp 34.000,Rp 28.900,What Boys Want,9786029707816,Leutika ,Agustus - 2010,-,200 gr,Soft Cover,-,Remaja,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Remaja/69996-Goofyfoot-Gurl-1-:-Let-There-Be-Lighten-Up!.html,Rp 22.000,Rp 18.700,Goofyfoot Gurl #1 : Let There Be Lighten Up!,978,Joy To Learn ,April - 2009,-,150 gr,Soft Cover,-,Remaja,-,Indonesia ··
https://www.bukukita.com/Hukum-dan-Undang-undang/Peraturan-Pemerintah/86132-Tata-Cara-Pelaksanaan-Tugas-dan-Wewenang-serta-Kedudukan-Keuangan-Gubernur-Sebagai-Wakil-Pemerintah-di-Wilayah-Provinsi.html,Rp 15.000,Rp 12.750,Tata Cara Pelaksanaan Tugas dan Wewenang serta Kedudukan Keuangan Gubernur Sebagai Wakil Pemerintah di Wilayah Provinsi,978,Fokus Media ,2010,117,150 gr,Soft Cover,110x210mm,Peraturan Pemerintah,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Remaja/114547-Gravitasi-cover-berwarna-biru.html,Rp 60.000,Rp 51.000,Gravitasi - cover berwarna biru,9786021835715,Studio Geometry ,Juni - 2013,-,250 gr,Soft Cover,-,Remaja,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/108787-Pesan-Islam.html,Rp 60.000,Rp 51.000,Pesan Islam,9795472917,Angkasa ,1993,151,250 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Islam/81955-Agar-Si-Kecil-Tangguh-Berpuasa.html,Rp 39.000,Rp 33.150,Agar Si Kecil Tangguh Berpuasa,9786029703702,Najah Press ,Juli - 2010,212,200 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/102789-Ham-dan-Demokrasi-Adalah-Wasiat-Nabi.html,Rp 26.000,Rp 22.100,Ham dan Demokrasi Adalah Wasiat Nabi,9789798452864,Pustaka Pesantren ,Maret - 2012,122,150 gr,Soft Cover (HVS),-,Islam,-,Indonesia ··
"https://www.bukukita.com/Hobi-dan-Usaha/Adult-Coloring/142307-Hello,-Adventure.html",Rp 49.000,Rp 39.200,"Hello, Adventure",9786027742871,Haru Media ,April - 2016,68,200 gr,Soft Cover,-,Adult Coloring,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/166975-Jalan-Menuju-Sukses.html,Rp 75.000,Rp 63.750,Jalan Menuju Sukses ,9786237162636,Gemilang ,November - 2020,-,400 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Perhotelan-dan-Pariwisata/Pariwisata/113131-Jakarta-Bandung-Jogja.html,Rp 51.000,Rp 43.350,Jakarta Bandung Jogja,9786027618206,Kurniaesa ,Mei - 2013,228,250 gr,soft cover,-,Pariwisata,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/121397-Malam-Janganlah-Cepat-Berlalu.html,Rp 45.000,Rp 38.250,Malam Janganlah Cepat Berlalu (2013),9786021614044,Indiva Media Kreasi ,Desember - 2013,-,270 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Sekolah/Taman-Kanak-Kanak/135753-Menarik-Garis-TK-A-semester-2.html,Rp 19.000,Rp 16.150,Menarik Garis TK A semester 2,-,Happy Holy Kids ,Juni - 2015,-,200 gr,Soft Cover,-,Taman Kanak-Kanak,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Remaja/81969-Menjadi-Bahagia-dalam-60-Menit.html,Rp 25.000,Rp 21.250,Menjadi Bahagia dalam 60 Menit,9786028597258,Leutika ,Juli - 2010,150,200 gr,Soft Cover,-,Remaja,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Motivasi/155939-The-Art-of-Slimming-for-40+.html,Rp 150.000,Rp 127.500,The Art of Slimming for 40+,9786027496903,Buku Aquarius ,April - 2018,262,250 gr,Soft Cover,-,Motivasi,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/55719-Tips-Meraih-Kesempurnaan-Puasa.html,Rp 15.000,Rp 12.750,Tips Meraih Kesempurnaan Puasa,9789791600019,Pelita Hidup Insani ,September - 2007,-,150 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/155375-Una-Biografia-di-Niccolo-Machiavelli.html,Rp 39.500,Rp 33.575,Una Biografia di Niccolo Machiavelli,9786025469077,Anak Hebat Indonesia ,Februari - 2018,140,200 gr,Soft Cover,14x20mm,Biografi,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Remaja/70098-Jangan-Taruh-Wanita-Semau-Udelmu.html,Rp 19.000,Rp 16.150,Jangan Taruh Wanita Semau Udelmu,9789791354103,Pena Saran Media ,2007,124,100 gr,Soft Cover,-,Remaja,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/166974-POWERFUL-LIFE.html,Rp 55.000,Rp 46.750,POWERFUL LIFE (8 wisdom membangkitkan potensi raksasa dalam diri anda),9786237162629,Gemilang ,November - 2020,-,300 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Kepemimpinan/165151-Relationship-101-Edisi-revisi.html,Rp 95.000,Rp 80.750,Relationship 101 Edisi revisi (Hard Cover),9786020956152,MIC ,Maret - 2020,-,250 gr,Hard Cover,-,Kepemimpinan,-,Indonesia ··
https://www.bukukita.com/Referensi/Referensi-Umum/135020-Khazanah-Kesusasteraan-Dunia.html,Rp 37.000,Rp 31.450,Khazanah Kesusasteraan Dunia,9786029682823,Oncor Semesta Publisher ,2012,128,150 gr,Soft Cover,-,Referensi Umum,-,Indonesia ··
"https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/168226-Buku-Bangun-Karakter-Diri,-Raih-Impian-Anda.html",Rp 77.000,Rp 65.450,"Buku Bangun Karakter Diri, Raih Impian Anda",9786237162865,Gemilang ,Oktober - 2021,336,270 gr,soft cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Pendidikan-Anak/80638-Panduan-Memilih-20-Mainan-Terbaik-Sepanjang-Masa.html,Rp 79.000,Rp 67.150,Panduan Memilih 20 Mainan Terbaik Sepanjang Masa,9789791971676,Luxima ,Juni - 2010,-,215 gr,Soft Cover,-,Pendidikan Anak,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/167406-Hidup-Bahagia-Tanpa-Keluh-Kesah:-Rujukan-Normatif-Dan-Kisah.html,Rp 55.000,Rp 46.750,Hidup Bahagia Tanpa Keluh Kesah: Rujukan Normatif Dan Kisah-,9786237163572,Alifia Books ,Maret - 2021,240,195 gr,soft cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Al-Quran/101978-MUSHAF-AL-MAJID.html,Rp 60.000,Rp 51.000,MUSHAF AL-MAJID (cover warna hijau),-,Fokus Media ,2012,-,700 gr,Hard Cover,-,Al-Quran,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/167407-Sananul-Muhtadin:-Pesan-dan-Teladan-Orang-Orang-Saleh-dalam-Memahami-dan-Menjalankan-Agama.html,Rp 99.000,Rp 84.150,Sananul Muhtadin: Pesan dan Teladan Orang-Orang Saleh dalam Memahami dan Menjalankan Agama,9786237163619,Alifia Books ,Maret - 2021,416,450 gr,soft cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Remaja/81959-Metamorfosis-Gendis.html,Rp 29.000,Rp 24.650,Metamorfosis Gendis,9786028597043,Leutika ,Juli - 2010,158,200 gr,Soft Cover,-,Remaja,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/70099-Sukses-&-Bahagia-dengan-Al-Qur-an.html,Rp 28.000,Rp 23.800,Sukses & Bahagia dengan Al-Qur-an,9789791354066,Pena Saran Media ,2008,150,100 gr,Soft Cover,-,Islam,-,Indonesia ··
